,Gene.Name,Gene.products,agg,moundUp,cellCycle,stream_down,stream_up,tight_down,tight_up,rib
DDB_G0271228,DDB_G0271228,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271404,DDB_G0271404,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271226,DDB_G0271226_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271224,cyp517A3_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271222,pks4_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271220,DDB_G0271220,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271218,DDB_G0271218,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271406,DDB_G0271406,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271408,DDB_G0271408,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271216,DDB_G0271216,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271410,DDB_G0271410_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271214,DDB_G0271214,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271212,DDB_G0271212,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271210,DDB_G0271210,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271204,DDB_G0271204_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271412,DDB_G0271412,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271202,DDB_G0271202,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271198,DDB_G0271198,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271414,DDB_G0271414,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271196,staC,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271194,DDB_G0271194_TE,thugS element,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271418,DDB_G0271418,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271352,DDB_G0271352_TE,Tdd-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271422,DDB_G0271422_TE,Tdd-4 fragment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271424,DDB_G0271424_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271192,DDB_G0271192,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271426,DDB_G0271426_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271428,DDB_G0271428_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271430,DDB_G0271430,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271190,DDB_G0271190_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271188,DDB_G0271188,"zinc finger, B-box domain and FNIP repeat-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271186,DDB_G0271186_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271434,DDB_G0271434,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271184,DDB_G0271184_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271180,DDB_G0271180_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271178,DDB_G0271178,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271176,DDB_G0271176_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295009,tRNA-Val-AAC-12,valine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271172,DDB_G0271172_TE,thugS element,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271168,DDB_G0271168_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271166,DDB_G0271166,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271164,DDB_G0271164_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271162,DDB_G0271162,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271438,DDB_G0271438,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271160,DDB_G0271160,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271158,DDB_G0271158_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271440,DDB_G0271440_TE,Tdd-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271156,DDB_G0271156_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271444,DDB_G0271444_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271154,DDB_G0271154_TE,thugS element,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271446,DDB_G0271446_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271152,DDB_G0271152,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271150,DDB_G0271150,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0271448,DDB_G0271448_RTE,TRE3-B ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271450,DDB_G0271450_RTE,TRE3-B ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271452,DDB_G0271452_RTE,TRE3-A ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271454,DDB_G0271454_RTE,TRE3-A ORF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295007,tRNA-Val-AAC-11,valine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271456,DDB_G0271456_RTE,DGLT-A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271458,DDB_G0271458,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271460,DDB_G0271460,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271462,DDB_G0271462,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271466,DDB_G0271466_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271468,DDB_G0271468,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271470,DDB_G0271470,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271472,DDB_G0271472,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271474,DDB_G0271474_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271476,DDB_G0271476,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271478,DDB_G0271478,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271480,DDB_G0271480,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271482,DDB_G0271482,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271484,DDB_G0271484,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271486,DDB_G0271486,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271488,vta1,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271490,melA,"putative alpha-galactosidase, putative melibiase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294096,clcA,"chloride channel protein, CLC 6/7  family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294094,lrrA,leucine-rich repeat-containing protein (LRR),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271664,DDB_G0271664,putative phosphate exporter 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271594,DDB_G0271594_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271596,DDB_G0271596,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271598,tgrS1,"IPT/TIG domain-containing protein, immunoglobulin E-set domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271506,pitrm1,"peptidase M16 family protein, pitrilysin metalloprotease",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271508,DDB_G0271508_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271602,DDB_G0271602,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271510,DDB_G0271510,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271512,trmt61,"tRNA(m1A58)-methyltransferase subunit, tRNA (adenine-N(1)-)-methyltransferase catalytic subunit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271514,rpc5,RNA polymerase III subunit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295819,DDB_G0295819,putative membrane-anchored extracellular protein,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0271606,DDB_G0271606,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271608,rev3,DNA polymerase zeta catalytic subunit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271610,DDB_G0271610,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271516,DDB_G0271516,"phosphoesterase, PA-phosphatase related-family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271518,aslJ_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271520,pks5,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271524,pks6,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0271526,DDB_G0271526,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271614,pks7,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271528,DDB_G0271528,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271568,DDB_G0271568_RTE,TRE3-B ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271618,pks8,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271622,DDB_G0271622_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271530,pks9,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271532,DDB_G0271532,"pyridine nucleotide-disulphide oxidoreductase, NAD-binding region domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271534,DDB_G0271534,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271536,rcnA,modulatory calcineurin-interacting protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271624,DDB_G0271624,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271626,dotA,histone H3 lysine 79 methyltransferase,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271538,DDB_G0271538,"LISK family protein kinase, protein kinase, TKL group, tyrosine kinase-like protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271628,dlpC,dynamin-like protein C,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271630,sac1,putative phosphoinositide phosphatase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271570,DDB_G0271570,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271632,pus7,tRNA pseudouridine synthase D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271634,DDB_G0271634,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271636,DDB_G0271636,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271542,DDB_G0271542_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271638,DDB_G0271638,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271640,DDB_G0271640,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271572,exosc10,exosome component 10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271544,acat,acetoacetyl-CoA thiolase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271500,keaA,Kelch repeat-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271642,cks1,cyclin-dependent kinases regulatory subunit,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295477,nip7,60S ribosome subunit biogenesis protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271574,DDB_G0271574,putative rhomboid protease,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271576,DDB_G0271576_RTE,TRE3-B ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294829,tRNA-Arg-UCU-2,arginine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271546,DDB_G0271546,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271502,lvsD,BEACH domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271548,DDB_G0271548,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0271550,DDB_G0271550,putative myosin light chain kinase DDB_G0271550,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271552,DDB_G0271552,SAM/PH domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271554,DDB_G0271554,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271578,DDB_G0271578,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271582,mdn1_ps3,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271556,tgrJ1,IPT/TIG domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271586,tgrK1,immunoglobulin E-set domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271646,tgrK2,immunoglobulin E-set domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271648,mdn1_ps2,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271558,DDB_G0271558,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271650,tgrJ_ps1,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271652,tgrJ_ps2,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271654,tgrK3,immunoglobulin E-set domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271656,DDB_G0271656,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271560,DDB_G0271560,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271588,DDB_G0271588,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271658,DDB_G0271658,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271504,lvsB,BEACH domain-containing protein LvsB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271562,orcD,origin recognition complex subunit 4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271564,pdhX,"putative pyruvate dehydrogenase complex, component X",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271660,fmoB,"flavin-containing monooxygenase, dimethylaniline monooxygenase [N-oxide-forming]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271662,pks10,"putative polyketide synthase, beta-ketoacyl synthase family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271590,omt1,O-methyltransferase family 3 protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271592,DDB_G0271592,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271784,DDB_G0271784,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271748,DDB_G0271748_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271786,DDB_G0271786,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271788,wdr57,"WD40 repeat-containing protein, putative U5 small nuclear ribonucleoprotein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271736,rabC,Rab GTPase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271750,nfaA,Ras GTPase activation domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271704,DDB_G0271704,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271702,DDB_G0271702,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271738,tubC,gamma-tubulin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271790,tmem14B,transmembrane protein 14 B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271792,arrC,"ADP-ribosylation factor-related, ARF-related",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271700,DDB_G0271700,thioredoxin-like protein,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271668,rpl36,S60 ribosomal protein L36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DDB_G0271752,DDB_G0271752,NADH:flavin oxidoreductase/NADH oxidase domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271698,DDB_G0271698,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271666,prtB,proteosomal alpha-subunit 7-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271696,prtA,proteosomal alpha-subunit M3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271754,DDB_G0271754,putative histone methyltransferase complex subunit ASH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271794,captA,CDP-alcohol phosphatidyltransferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271756,DDB_G0271756,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271694,DDB_G0271694,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271796,DDB_G0271796,pseudouridine synthase family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271798,DDB_G0271798,"UBP-type zinc finger-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271692,comC,EGF-like domain-containing protein,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0271690,DDB_G0271690,putative RNA polymerase II C-terminal domain phosphatase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271758,rccA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271800,DDB_G0271800,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271760,ipkA1,inositol-polyphosphate multikinase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271688,grlO,G-protein-coupled receptor (GPCR) family 3 protein 14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271686,grlB,GABA receptor GrlB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271684,grlA,G-protein-coupled receptor (GPCR) family 3 protein 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271802,DDB_G0271802,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271804,DDB_G0271804,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271806,rapgap3,RapA GTPase regulatory protein 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0271682,DDB_G0271682,"SMAD/FHA domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ARK family protein kinase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271680,DDB_G0271680,zinc-containing alcohol dehydrogenase (ADH),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271808,DDB_G0271808,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271810,DDB_G0271810,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271812,DDB_G0271812,"SH3 domain-containing protein, FCH domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271678,pckA,phosphoenolpyruvate carboxykinase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271676,nlp,SH3 domain-containing protein Nlp,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271674,DDB_G0271674_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271814,DDB_G0271814,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271672,zplB,ZIP-like protein B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271670,lsr1,long serine homopolymer repeat protein 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271816,DDB_G0271816,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271706,tbcA,tubulin folding cofactor A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271708,ddx31,"putative RNA helicase, DEAD/DEAH box helicase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295685,sigN10,SrfA-induced protein N10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271710,DDB_G0271710_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0271712,sigN6,SrfA-induced protein N6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271714,sigN12,SrfA-induced protein N12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0271818,sigN7,SrfA-induced protein N7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
